"Date and Time Run 1","Time (s) Run 1","Force Beam 1 (N) Run 1","Force Beam 2 (N) Run 1","Force Beam 3 (N) Run 1","Force Beam 4 (N) Run 1","Vertical Force (N) Run 1","Date and Time Run 2","Time (s) Run 2","Force Beam 1 (N) Run 2","Force Beam 2 (N) Run 2","Force Beam 3 (N) Run 2","Force Beam 4 (N) Run 2","Vertical Force (N) Run 2"
11/01/2022 08:48:37 am,1.965,49.12,69.44,-4.88,56.65,170.34,11/01/2022 08:50:52 am,1.965,28.42,62.53,-4.30,60.56,147.21
11/01/2022 08:48:37 am,1.970,45.84,68.49,-4.81,57.92,167.45,11/01/2022 08:50:52 am,1.970,13.45,57.00,-4.66,63.22,129.02
11/01/2022 08:48:37 am,1.975,44.22,68.96,-4.78,63.17,171.58,11/01/2022 08:50:52 am,1.975,6.94,55.75,-5.06,65.63,123.26
11/01/2022 08:48:37 am,1.980,39.39,69.71,-4.88,61.47,165.69,11/01/2022 08:50:52 am,1.980,4.76,53.30,-4.73,64.79,118.12
11/01/2022 08:48:37 am,1.985,38.98,68.11,-4.86,58.68,160.93,11/01/2022 08:50:52 am,1.985,3.91,53.10,-4.71,65.17,117.48
11/01/2022 08:48:37 am,1.990,40.51,68.36,-4.76,60.23,164.35,11/01/2022 08:50:52 am,1.990,1.71,54.30,-4.73,66.39,117.67
11/01/2022 08:48:37 am,1.995,40.71,67.74,-4.83,59.72,163.34,11/01/2022 08:50:52 am,1.995,0.80,54.65,-4.66,65.81,116.61
11/01/2022 08:48:38 am,2.000,40.89,67.46,-4.86,61.93,165.43,11/01/2022 08:50:53 am,2.000,0.35,53.65,-4.86,64.95,114.09
11/01/2022 08:48:38 am,2.005,42.44,66.86,-4.96,62.00,166.35,11/01/2022 08:50:53 am,2.005,1.23,52.52,-4.81,63.40,112.35
11/01/2022 08:48:38 am,2.010,41.96,64.01,-4.78,60.51,161.70,11/01/2022 08:50:53 am,2.010,2.41,49.94,-4.76,58.33,105.92
11/01/2022 08:48:38 am,2.015,40.19,63.91,-4.68,59.92,159.34,11/01/2022 08:50:53 am,2.015,5.09,48.84,-4.56,56.35,105.73
11/01/2022 08:48:38 am,2.020,39.66,62.36,-4.76,55.00,152.27,11/01/2022 08:50:53 am,2.020,6.31,48.77,-4.81,54.40,104.67
11/01/2022 08:48:38 am,2.025,37.61,61.06,-4.86,53.66,147.47,11/01/2022 08:50:53 am,2.025,7.09,49.62,-4.78,53.00,104.93
11/01/2022 08:48:38 am,2.030,36.78,59.33,-4.83,52.47,143.75,11/01/2022 08:50:53 am,2.030,7.26,49.52,-4.68,49.45,101.55
11/01/2022 08:48:38 am,2.035,36.13,58.48,-4.81,50.13,139.94,11/01/2022 08:50:53 am,2.035,8.09,48.92,-4.78,46.81,99.04
11/01/2022 08:48:38 am,2.040,35.13,57.83,-4.93,48.41,136.44,11/01/2022 08:50:53 am,2.040,10.09,47.84,-4.81,43.67,96.80
11/01/2022 08:48:38 am,2.045,33.78,56.98,-4.93,43.77,129.59,11/01/2022 08:50:53 am,2.045,10.77,44.84,-4.76,40.17,91.02
11/01/2022 08:48:38 am,2.050,32.00,55.95,-4.81,41.18,124.33,11/01/2022 08:50:53 am,2.050,12.05,42.91,-4.81,36.18,86.34
11/01/2022 08:48:38 am,2.055,30.72,54.90,-4.76,38.57,119.44,11/01/2022 08:50:53 am,2.055,13.10,40.89,-4.93,29.39,78.44
11/01/2022 08:48:38 am,2.060,29.57,54.25,-4.88,36.18,115.13,11/01/2022 08:50:53 am,2.060,13.87,39.31,-4.76,26.57,75.00
11/01/2022 08:48:38 am,2.065,28.95,53.85,-4.78,32.53,110.55,11/01/2022 08:50:53 am,2.065,13.87,37.91,-4.88,24.16,71.06
11/01/2022 08:48:38 am,2.070,28.12,53.15,-4.63,31.67,108.31,11/01/2022 08:50:53 am,2.070,14.22,37.33,-4.71,22.46,69.31
11/01/2022 08:48:38 am,2.075,27.72,53.25,-4.88,30.55,106.64,11/01/2022 08:50:53 am,2.075,14.80,37.61,-4.78,22.41,70.04
11/01/2022 08:48:38 am,2.080,27.79,52.85,-4.76,30.07,105.96,11/01/2022 08:50:53 am,2.080,14.42,38.11,-4.71,23.05,70.87
11/01/2022 08:48:38 am,2.085,27.84,52.67,-4.76,29.72,105.48,11/01/2022 08:50:53 am,2.085,14.97,37.91,-4.78,22.51,70.62
11/01/2022 08:48:38 am,2.090,28.29,52.52,-4.96,30.33,106.19,11/01/2022 08:50:53 am,2.090,14.77,37.43,-4.91,22.56,69.87
11/01/2022 08:48:38 am,2.095,29.47,52.50,-4.81,31.21,108.38,11/01/2022 08:50:53 am,2.095,14.60,37.36,-4.76,22.84,70.05
11/01/2022 08:48:38 am,2.100,30.00,52.27,-4.61,32.13,109.79,11/01/2022 08:50:53 am,2.100,14.77,37.16,-4.71,22.64,69.87
11/01/2022 08:48:38 am,2.105,30.45,52.40,-4.81,32.86,110.90,11/01/2022 08:50:53 am,2.105,14.57,37.01,-4.73,22.54,69.39
11/01/2022 08:48:38 am,2.110,31.07,52.42,-4.78,33.72,112.44,11/01/2022 08:50:53 am,2.110,14.60,36.63,-4.63,22.77,69.37
11/01/2022 08:48:38 am,2.115,32.38,52.60,-4.76,36.13,116.35,11/01/2022 08:50:53 am,2.115,16.05,40.54,-4.66,22.77,74.70
11/01/2022 08:48:38 am,2.120,33.75,52.30,-4.76,36.79,118.09,11/01/2022 08:50:53 am,2.120,33.68,49.77,-5.14,32.81,111.13
11/01/2022 08:48:38 am,2.125,35.25,51.82,-4.78,38.37,120.66,11/01/2022 08:50:53 am,2.125,36.03,52.82,-4.38,40.55,125.03
11/01/2022 08:48:38 am,2.130,52.10,60.63,-4.46,40.29,148.58,11/01/2022 08:50:53 am,2.130,65.97,64.56,-5.06,48.46,173.94
11/01/2022 08:48:38 am,2.135,49.27,54.57,-4.86,44.45,143.45,11/01/2022 08:50:53 am,2.135,66.68,69.61,-4.91,60.79,192.18
11/01/2022 08:48:38 am,2.140,89.88,63.23,-4.68,47.90,196.35,11/01/2022 08:50:53 am,2.140,65.42,62.56,-4.46,63.98,187.52
11/01/2022 08:48:38 am,2.145,100.52,67.69,-4.71,52.59,216.11,11/01/2022 08:50:53 am,2.145,58.44,58.08,-4.78,61.98,173.72
11/01/2022 08:48:38 am,2.150,96.72,66.71,-4.68,50.82,209.58,11/01/2022 08:50:53 am,2.150,48.05,56.48,-4.88,61.04,160.69
11/01/2022 08:48:38 am,2.155,84.93,66.44,-4.76,48.54,195.15,11/01/2022 08:50:53 am,2.155,36.66,51.55,-4.81,58.33,141.73
11/01/2022 08:48:38 am,2.160,71.16,65.96,-4.76,48.46,180.83,11/01/2022 08:50:53 am,2.160,31.50,48.34,-4.83,57.79,132.81
11/01/2022 08:48:38 am,2.165,53.61,64.21,-4.76,48.18,161.25,11/01/2022 08:50:53 am,2.165,26.72,46.87,-4.73,56.02,124.87
11/01/2022 08:48:38 am,2.170,43.17,82.90,-4.38,53.38,175.08,11/01/2022 08:50:53 am,2.170,23.44,45.31,-4.68,53.23,117.30
11/01/2022 08:48:38 am,2.175,24.14,99.39,-5.04,70.20,188.70,11/01/2022 08:50:53 am,2.175,18.86,44.66,-4.68,53.58,112.43
11/01/2022 08:48:38 am,2.180,10.42,98.24,-5.39,83.16,186.44,11/01/2022 08:50:53 am,2.180,16.73,47.17,-4.68,55.00,114.22
11/01/2022 08:48:38 am,2.185,7.81,82.40,-4.81,75.42,160.84,11/01/2022 08:50:53 am,2.185,16.13,50.04,-4.78,57.69,119.09
11/01/2022 08:48:38 am,2.190,6.94,71.37,-4.33,74.00,147.98,11/01/2022 08:50:53 am,2.190,14.37,53.95,-4.00,58.50,122.83
11/01/2022 08:48:38 am,2.195,3.63,69.66,-4.76,77.20,145.74,11/01/2022 08:50:53 am,2.195,10.79,76.90,-4.56,86.94,170.08
11/01/2022 08:48:38 am,2.200,1.93,66.34,-4.78,75.83,139.32,11/01/2022 08:50:53 am,2.200,-4.53,83.58,-4.46,88.25,162.86
11/01/2022 08:48:38 am,2.205,2.21,69.39,-4.71,82.17,149.06,11/01/2022 08:50:53 am,2.205,-4.68,69.91,-3.65,85.59,147.19
11/01/2022 08:48:38 am,2.210,-0.52,72.22,-4.68,86.73,153.75,11/01/2022 08:50:53 am,2.210,-4.48,65.18,15.74,81.56,158.01
11/01/2022 08:48:38 am,2.215,-2.18,75.72,-4.73,89.57,158.39,11/01/2022 08:50:53 am,2.215,-2.80,49.09,35.40,52.52,134.22
11/01/2022 08:48:38 am,2.220,-3.53,77.05,-4.10,92.31,161.74,11/01/2022 08:50:53 am,2.220,-3.98,34.28,20.91,58.88,110.10
11/01/2022 08:48:38 am,2.225,-4.38,77.52,-4.03,95.03,164.15,11/01/2022 08:50:53 am,2.225,-5.18,52.70,10.41,77.83,135.77
11/01/2022 08:48:38 am,2.230,-4.55,77.32,-2.86,94.39,164.30,11/01/2022 08:50:53 am,2.230,-4.83,52.00,6.50,71.95,125.62
11/01/2022 08:48:38 am,2.235,-4.23,76.35,0.74,92.31,165.18,11/01/2022 08:50:53 am,2.235,-4.53,47.82,16.75,67.15,127.20
11/01/2022 08:48:38 am,2.240,-3.63,67.09,8.65,86.63,158.74,11/01/2022 08:50:53 am,2.240,-4.08,43.29,23.01,57.03,119.26
11/01/2022 08:48:38 am,2.245,-3.23,61.61,20.84,77.98,157.21,11/01/2022 08:50:53 am,2.245,-4.10,42.34,22.76,57.13,118.13
11/01/2022 08:48:38 am,2.250,-3.95,65.36,12.73,83.11,157.25,11/01/2022 08:50:53 am,2.250,-4.53,44.34,18.92,59.87,118.61
11/01/2022 08:48:38 am,2.255,-4.55,68.96,8.22,82.12,154.75,11/01/2022 08:50:53 am,2.255,-4.10,38.78,22.53,54.37,111.58
11/01/2022 08:48:38 am,2.260,-4.40,60.03,7.59,77.53,140.74,11/01/2022 08:50:53 am,2.260,-4.03,36.23,21.62,49.12,102.95
11/01/2022 08:48:38 am,2.265,-4.10,54.42,13.79,72.38,136.50,11/01/2022 08:50:53 am,2.265,-4.10,35.28,19.68,45.70,96.55
11/01/2022 08:48:38 am,2.270,-3.98,51.60,13.49,67.66,128.78,11/01/2022 08:50:53 am,2.270,-4.13,32.63,19.32,41.18,89.01
11/01/2022 08:48:38 am,2.275,-4.33,50.82,10.72,66.24,123.45,11/01/2022 08:50:53 am,2.275,-4.15,25.75,18.62,37.00,77.21
11/01/2022 08:48:38 am,2.280,-4.25,49.32,10.26,63.45,118.78,11/01/2022 08:50:53 am,2.280,-4.25,23.84,15.92,34.54,70.05
11/01/2022 08:48:38 am,2.285,-4.23,42.59,11.70,59.72,109.79,11/01/2022 08:50:53 am,2.285,-4.23,21.79,14.73,31.09,63.38
11/01/2022 08:48:38 am,2.290,-4.30,41.14,12.05,56.88,105.77,11/01/2022 08:50:53 am,2.290,-4.13,19.94,13.82,29.82,59.45
11/01/2022 08:48:38 am,2.295,-4.25,39.53,12.33,52.06,99.68,11/01/2022 08:50:53 am,2.295,-4.40,18.51,12.91,28.50,55.52
11/01/2022 08:48:38 am,2.300,-4.38,37.11,13.01,48.03,93.77,11/01/2022 08:50:53 am,2.300,-4.15,16.29,12.08,27.69,51.90
11/01/2022 08:48:38 am,2.305,-4.20,34.38,13.59,43.46,87.24,11/01/2022 08:50:53 am,2.305,-4.03,15.26,11.40,27.03,49.66
11/01/2022 08:48:38 am,2.310,-4.30,29.77,14.43,39.05,78.95,11/01/2022 08:50:53 am,2.310,-4.13,19.06,9.71,38.37,63.01
11/01/2022 08:48:38 am,2.315,-4.28,27.82,16.09,34.64,74.28,11/01/2022 08:50:53 am,2.315,-3.20,22.07,7.00,41.26,67.13
11/01/2022 08:48:38 am,2.320,-4.15,26.27,16.55,28.88,67.55,11/01/2022 08:50:53 am,2.320,-3.80,51.55,3.47,54.04,105.26
11/01/2022 08:48:38 am,2.325,-4.10,25.35,16.65,29.29,67.18,11/01/2022 08:50:53 am,2.325,-3.08,55.45,-5.06,67.79,115.10
11/01/2022 08:48:38 am,2.330,-4.35,26.62,15.81,30.55,68.64,11/01/2022 08:50:53 am,2.330,-2.90,75.74,-6.65,98.68,164.88
11/01/2022 08:48:38 am,2.335,-4.20,26.32,16.07,30.43,68.62,11/01/2022 08:50:53 am,2.335,97.92,54.25,2.01,28.12,182.30
11/01/2022 08:48:38 am,2.340,-4.18,25.92,16.22,29.79,67.76,11/01/2022 08:50:53 am,2.340,57.51,4.77,-4.13,67.13,125.29
11/01/2022 08:48:38 am,2.345,-4.25,26.42,16.24,30.68,69.10,11/01/2022 08:50:53 am,2.345,13.22,64.83,-6.27,103.90,175.70
11/01/2022 08:48:38 am,2.350,-4.08,27.10,16.52,30.83,70.38,11/01/2022 08:50:53 am,2.350,14.65,41.96,-4.46,80.59,132.76
11/01/2022 08:48:38 am,2.355,-4.20,27.27,16.77,30.81,70.65,11/01/2022 08:50:53 am,2.355,25.67,24.89,-4.05,58.38,104.89
11/01/2022 08:48:38 am,2.360,-4.20,27.85,16.42,31.21,71.28,11/01/2022 08:50:53 am,2.360,5.26,33.33,-4.83,71.39,105.15
11/01/2022 08:48:38 am,2.365,-3.18,52.12,4.71,65.83,119.49,11/01/2022 08:50:53 am,2.365,0.10,36.63,-4.96,69.13,100.91
11/01/2022 08:48:38 am,2.370,-2.20,69.74,-2.94,76.05,140.66,11/01/2022 08:50:53 am,2.370,-2.00,36.48,-4.71,65.66,95.43
11/01/2022 08:48:38 am,2.375,15.00,105.15,-6.50,99.77,213.43,11/01/2022 08:50:53 am,2.375,-2.98,37.16,-4.56,66.49,96.12
11/01/2022 08:48:38 am,2.380,77.84,14.06,2.56,60.13,154.60,11/01/2022 08:50:53 am,2.380,-4.00,36.36,-4.51,62.94,90.79
11/01/2022 08:48:38 am,2.385,113.19,61.51,-4.35,40.09,210.45,11/01/2022 08:50:53 am,2.385,-4.60,36.61,-4.38,63.07,90.70
11/01/2022 08:48:38 am,2.390,32.05,95.44,-7.41,101.42,221.51,11/01/2022 08:50:53 am,2.390,-4.50,37.63,-3.90,63.07,92.30
11/01/2022 08:48:38 am,2.395,39.01,73.67,-4.38,61.45,169.75,11/01/2022 08:50:53 am,2.395,-4.28,37.36,1.58,62.31,96.97
11/01/2022 08:48:38 am,2.400,28.74,55.00,-3.70,55.97,136.02,11/01/2022 08:50:53 am,2.400,-3.88,36.03,8.92,57.24,98.32
11/01/2022 08:48:38 am,2.405,13.02,68.89,-5.24,74.00,150.68,11/01/2022 08:50:53 am,2.405,-3.55,33.68,13.24,53.96,97.33
11/01/2022 08:48:38 am,2.410,5.56,63.81,-4.83,69.51,134.05,11/01/2022 08:50:53 am,2.410,-4.18,34.30,7.66,58.10,95.89
11/01/2022 08:48:38 am,2.415,5.16,60.78,-4.66,67.66,128.95,11/01/2022 08:50:53 am,2.415,-4.43,44.91,2.92,63.91,107.31
11/01/2022 08:48:38 am,2.420,2.23,59.10,-4.78,66.97,123.53,11/01/2022 08:50:53 am,2.420,-3.70,59.35,-0.82,63.42,118.26
11/01/2022 08:48:38 am,2.425,0.00,59.35,-4.76,68.32,122.92,11/01/2022 08:50:53 am,2.425,-4.33,88.76,-3.37,79.50,160.57
11/01/2022 08:48:38 am,2.430,-1.52,58.28,-4.76,66.65,118.65,11/01/2022 08:50:53 am,2.430,0.13,127.09,-5.92,106.01,227.32
11/01/2022 08:48:38 am,2.435,-2.35,57.45,-4.81,66.01,116.31,11/01/2022 08:50:53 am,2.435,92.11,81.88,-4.56,109.23,278.67
11/01/2022 08:48:38 am,2.440,-3.30,55.72,-4.83,65.48,113.07,11/01/2022 08:50:53 am,2.440,32.65,98.04,-4.46,30.33,156.57
11/01/2022 08:48:38 am,2.445,-3.63,54.50,-4.68,65.28,111.47,11/01/2022 08:50:53 am,2.445,12.17,102.65,-5.79,93.33,202.36
11/01/2022 08:48:38 am,2.450,-3.65,54.15,-4.68,65.35,111.17,11/01/2022 08:50:53 am,2.450,0.95,66.36,-5.16,63.27,125.43
11/01/2022 08:48:38 am,2.455,-3.95,54.37,-4.61,66.11,111.93,11/01/2022 08:50:53 am,2.455,10.94,61.26,-4.61,57.74,125.34
11/01/2022 08:48:38 am,2.460,-3.95,54.95,-4.61,68.52,114.92,11/01/2022 08:50:53 am,2.460,4.89,42.06,-4.25,48.56,91.26
11/01/2022 08:48:38 am,2.465,-3.00,55.20,-4.76,68.72,116.17,11/01/2022 08:50:53 am,2.465,0.80,46.72,-4.96,57.26,99.83
11/01/2022 08:48:38 am,2.470,-1.55,76.19,-5.31,79.48,148.82,11/01/2022 08:50:53 am,2.470,-1.70,41.76,-4.76,51.93,87.24
11/01/2022 08:48:38 am,2.475,6.29,84.58,-4.53,73.14,159.48,11/01/2022 08:50:53 am,2.475,-2.90,44.31,-5.09,53.30,89.64
11/01/2022 08:48:38 am,2.480,28.77,85.63,-3.93,66.42,176.90,11/01/2022 08:50:53 am,2.480,-3.10,42.21,-4.78,49.80,84.14
11/01/2022 08:48:38 am,2.485,18.93,90.36,-4.93,81.94,186.30,11/01/2022 08:50:53 am,2.485,-2.45,42.29,-4.88,49.04,84.00
11/01/2022 08:48:38 am,2.490,16.98,92.11,-5.14,80.67,184.63,11/01/2022 08:50:53 am,2.490,-1.85,40.16,-4.61,46.86,80.57
11/01/2022 08:48:38 am,2.495,22.96,79.42,-4.73,74.20,171.86,11/01/2022 08:50:53 am,2.495,-1.70,38.61,-4.66,42.50,74.76
11/01/2022 08:48:38 am,2.500,19.18,75.99,-4.71,70.93,161.41,11/01/2022 08:50:53 am,2.500,-1.97,37.73,-4.83,40.60,71.52
11/01/2022 08:48:38 am,2.505,14.40,73.32,-4.81,73.14,156.05,11/01/2022 08:50:53 am,2.505,-1.97,36.48,-5.01,38.92,68.42
11/01/2022 08:48:38 am,2.510,14.50,67.49,-4.76,70.78,148.01,11/01/2022 08:50:53 am,2.510,-1.27,36.63,-4.86,38.11,68.61
11/01/2022 08:48:38 am,2.515,14.62,59.60,-4.78,68.62,138.08,11/01/2022 08:50:53 am,2.515,-0.85,36.86,-4.81,37.00,68.20
11/01/2022 08:48:38 am,2.520,15.48,57.70,-4.76,67.56,135.98,11/01/2022 08:50:53 am,2.520,-0.57,37.56,-4.78,37.48,69.68
11/01/2022 08:48:38 am,2.525,17.98,55.55,-4.61,62.66,131.59,11/01/2022 08:50:53 am,2.525,0.45,38.33,-4.73,37.63,71.69
11/01/2022 08:48:38 am,2.530,20.48,54.57,-4.91,61.17,131.32,11/01/2022 08:50:53 am,2.530,0.73,40.76,-4.88,38.82,75.43
11/01/2022 08:48:38 am,2.535,23.31,55.57,-4.76,60.25,134.39,11/01/2022 08:50:53 am,2.535,1.33,43.59,-4.96,41.51,81.47
11/01/2022 08:48:38 am,2.540,24.61,56.10,-4.78,58.02,133.96,11/01/2022 08:50:53 am,2.540,2.11,45.36,-4.78,45.16,87.85
11/01/2022 08:48:38 am,2.545,25.47,56.93,-4.71,56.73,134.42,11/01/2022 08:50:53 am,2.545,2.38,47.52,-4.81,49.42,94.52
11/01/2022 08:48:38 am,2.550,25.54,57.90,-4.68,55.18,133.95,11/01/2022 08:50:53 am,2.550,6.31,66.94,-4.73,54.98,123.50
11/01/2022 08:48:38 am,2.555,24.91,58.68,-4.96,53.99,132.63,11/01/2022 08:50:53 am,2.555,20.11,65.03,-4.48,72.35,153.02
11/01/2022 08:48:38 am,2.560,25.19,57.85,-4.71,52.32,130.66,11/01/2022 08:50:53 am,2.560,33.95,70.96,-4.20,61.72,162.45
11/01/2022 08:48:38 am,2.565,25.04,58.23,-4.93,51.48,129.82,11/01/2022 08:50:53 am,2.565,40.64,82.85,-5.14,95.69,214.05
11/01/2022 08:48:38 am,2.570,25.37,58.35,-4.61,50.84,129.96,11/01/2022 08:50:53 am,2.570,29.55,87.88,-4.81,97.64,210.27
11/01/2022 08:48:38 am,2.575,25.92,58.50,-4.88,48.79,128.33,11/01/2022 08:50:53 am,2.575,21.11,80.15,-4.83,99.21,195.64
11/01/2022 08:48:38 am,2.580,27.02,58.95,-4.91,48.13,129.20,11/01/2022 08:50:53 am,2.580,9.57,79.90,-4.68,101.67,186.46
11/01/2022 08:48:38 am,2.585,27.72,59.18,-5.06,47.19,129.03,11/01/2022 08:50:53 am,2.585,1.56,79.42,-4.53,104.51,180.97
11/01/2022 08:48:38 am,2.590,28.34,58.90,-4.68,46.10,128.67,11/01/2022 08:50:53 am,2.590,-4.45,78.67,-3.98,105.17,175.42
11/01/2022 08:48:38 am,2.595,28.72,58.65,-4.86,43.62,126.14,11/01/2022 08:50:53 am,2.595,-4.83,74.49,-3.34,103.95,170.28
11/01/2022 08:48:38 am,2.600,29.32,58.00,-4.76,41.97,124.54,11/01/2022 08:50:53 am,2.600,-4.50,70.06,-0.14,100.61,166.04
11/01/2022 08:48:38 am,2.605,29.55,57.10,-4.76,40.90,122.80,11/01/2022 08:50:53 am,2.605,-3.33,60.25,26.77,92.59,176.30
11/01/2022 08:48:38 am,2.610,29.85,55.77,-4.68,39.76,120.71,11/01/2022 08:50:53 am,2.610,-2.70,49.79,25.15,75.85,148.11
11/01/2022 08:48:38 am,2.615,30.10,55.07,-4.86,38.95,119.27,11/01/2022 08:50:53 am,2.615,-4.90,59.13,12.99,89.24,156.46
11/01/2022 08:48:38 am,2.620,30.27,54.90,-4.86,37.53,117.85,11/01/2022 08:50:53 am,2.620,-4.75,53.00,7.36,82.60,138.21
11/01/2022 08:48:38 am,2.625,30.47,54.55,-4.73,36.87,117.16,11/01/2022 08:50:53 am,2.625,-4.50,45.77,14.22,74.05,129.54
11/01/2022 08:48:38 am,2.630,30.42,54.17,-4.81,36.62,116.41,11/01/2022 08:50:53 am,2.630,-4.05,37.46,18.26,56.22,107.89
11/01/2022 08:48:38 am,2.635,30.77,54.27,-4.56,36.26,116.76,11/01/2022 08:50:53 am,2.635,-3.75,33.18,15.03,53.15,97.61
11/01/2022 08:48:38 am,2.640,36.98,59.18,-4.96,40.80,132.01,11/01/2022 08:50:53 am,2.640,-4.45,33.10,11.22,51.61,91.48
11/01/2022 08:48:38 am,2.645,43.24,58.13,-5.11,33.83,130.09,11/01/2022 08:50:53 am,2.645,-4.30,26.27,10.34,45.29,77.60
11/01/2022 08:48:38 am,2.650,61.99,61.43,-4.63,40.37,159.17,11/01/2022 08:50:53 am,2.650,-4.23,21.67,13.01,38.34,68.79
11/01/2022 08:48:38 am,2.655,69.88,68.54,-4.86,40.07,173.63,11/01/2022 08:50:53 am,2.655,-4.05,18.01,13.11,28.47,55.55
11/01/2022 08:48:38 am,2.660,75.54,68.04,-4.66,40.14,179.07,11/01/2022 08:50:53 am,2.660,-4.43,16.64,12.81,25.99,51.01
11/01/2022 08:48:38 am,2.665,77.84,67.51,-4.53,35.68,176.51,11/01/2022 08:50:53 am,2.665,-4.18,15.79,12.20,26.42,50.23
11/01/2022 08:48:38 am,2.670,73.08,66.69,-4.68,33.75,168.85,11/01/2022 08:50:53 am,2.670,-4.23,15.64,11.57,26.52,49.51
11/01/2022 08:48:38 am,2.675,70.11,62.98,-4.68,31.52,159.93,11/01/2022 08:50:53 am,2.675,-4.30,15.36,11.22,26.09,48.37
11/01/2022 08:48:38 am,2.680,67.23,61.33,-4.78,30.83,154.61,11/01/2022 08:50:53 am,2.680,-4.23,14.71,10.94,25.46,46.88
11/01/2022 08:48:38 am,2.685,63.62,59.75,-4.71,30.53,149.20,11/01/2022 08:50:53 am,2.685,-4.18,14.31,10.77,25.25,46.15
11/01/2022 08:48:38 am,2.690,60.52,58.68,-4.81,29.59,143.98,11/01/2022 08:50:53 am,2.690,-4.38,14.23,10.51,25.38,45.75
11/01/2022 08:48:38 am,2.695,55.38,58.13,-4.73,29.44,138.22,11/01/2022 08:50:53 am,2.695,-4.20,14.06,10.24,24.92,45.02
11/01/2022 08:48:38 am,2.700,53.08,57.08,-4.73,28.45,133.88,11/01/2022 08:50:53 am,2.700,-4.33,13.83,9.83,24.52,43.86
11/01/2022 08:48:38 am,2.705,51.08,57.30,-4.73,27.99,131.65,11/01/2022 08:50:53 am,2.705,-4.40,13.53,9.60,24.34,43.08
11/01/2022 08:48:38 am,2.710,48.90,57.58,-4.66,28.09,129.92,11/01/2022 08:50:53 am,2.710,-4.23,13.68,9.28,23.99,42.72
11/01/2022 08:48:38 am,2.715,44.62,58.63,-4.68,28.35,126.92,11/01/2022 08:50:53 am,2.715,-4.13,13.33,8.72,23.96,41.89
11/01/2022 08:48:38 am,2.720,42.69,59.80,-4.91,29.06,126.65,11/01/2022 08:50:53 am,2.720,-4.33,13.31,8.14,23.93,41.06
11/01/2022 08:48:38 am,2.725,41.11,61.61,-4.71,29.67,127.68,11/01/2022 08:50:53 am,2.725,-4.28,13.53,7.89,23.76,40.90
11/01/2022 08:48:38 am,2.730,39.66,69.21,-4.18,30.22,134.93,11/01/2022 08:50:53 am,2.730,-4.23,13.48,7.66,23.83,40.75
11/01/2022 08:48:38 am,2.735,32.02,86.68,-4.58,55.21,169.34,11/01/2022 08:50:53 am,2.735,-4.18,15.06,7.33,24.24,42.46
11/01/2022 08:48:38 am,2.740,8.19,101.69,-5.29,66.70,171.30,11/01/2022 08:50:53 am,2.740,-4.25,15.31,7.38,24.72,43.16
11/01/2022 08:48:38 am,2.745,8.11,86.96,-5.19,63.75,153.64,11/01/2022 08:50:53 am,2.745,-4.28,16.19,7.56,24.77,44.24
11/01/2022 08:48:38 am,2.750,11.39,80.35,-4.53,59.21,146.43,11/01/2022 08:50:53 am,2.750,-4.35,17.54,7.86,26.72,47.77
11/01/2022 08:48:38 am,2.755,8.06,81.43,-5.06,60.84,145.27,11/01/2022 08:50:53 am,2.755,-4.30,20.49,8.17,28.35,52.70
11/01/2022 08:48:38 am,2.760,10.12,76.09,-4.96,60.89,142.15,11/01/2022 08:50:53 am,2.760,-4.35,25.25,7.66,29.36,57.92
11/01/2022 08:48:38 am,2.765,7.69,75.22,-4.53,60.61,138.99,11/01/2022 08:50:53 am,2.765,-4.20,28.70,8.12,30.66,63.27
11/01/2022 08:48:38 am,2.770,4.94,82.48,-4.73,67.23,149.91,11/01/2022 08:50:53 am,2.770,-3.23,44.16,7.91,47.39,96.25
11/01/2022 08:48:38 am,2.775,2.68,83.48,-4.83,70.09,151.43,11/01/2022 08:50:53 am,2.775,-4.00,87.71,0.29,115.27,199.27
11/01/2022 08:48:38 am,2.780,1.28,86.08,-4.68,75.62,158.31,11/01/2022 08:50:53 am,2.780,-1.95,156.82,-5.67,117.83,267.05
11/01/2022 08:48:38 am,2.785,-1.17,89.08,-4.61,77.65,160.96,11/01/2022 08:50:53 am,2.785,127.26,103.67,-4.03,110.93,337.85
11/01/2022 08:48:38 am,2.790,-2.50,92.61,-4.71,79.78,165.19,11/01/2022 08:50:53 am,2.790,26.29,123.84,-5.92,75.24,219.47
11/01/2022 08:48:38 am,2.795,-3.45,92.74,-4.63,80.80,165.46,11/01/2022 08:50:53 am,2.795,22.36,157.42,-6.47,151.20,324.53
11/01/2022 08:48:38 am,2.800,-4.08,91.36,-4.30,81.00,163.99,11/01/2022 08:50:53 am,2.800,35.73,118.36,-4.51,128.43,278.03
11/01/2022 08:48:38 am,2.805,-4.08,89.11,-4.03,79.00,160.01,11/01/2022 08:50:53 am,2.805,18.10,103.55,-3.60,126.58,244.64
11/01/2022 08:48:38 am,2.810,-4.10,85.85,-3.42,76.97,155.31,11/01/2022 08:50:53 am,2.810,4.36,104.50,-5.11,138.35,242.10
11/01/2022 08:48:38 am,2.815,-4.25,78.90,-2.74,74.89,146.80,11/01/2022 08:50:53 am,2.815,-0.70,88.91,-4.48,121.28,205.02
