"Date and Time Run 1","Time (s) Run 1","Force Beam 1 (N) Run 1","Force Beam 2 (N) Run 1","Force Beam 3 (N) Run 1","Force Beam 4 (N) Run 1","Vertical Force (N) Run 1","Date and Time Run 2","Time (s) Run 2","Force Beam 1 (N) Run 2","Force Beam 2 (N) Run 2","Force Beam 3 (N) Run 2","Force Beam 4 (N) Run 2","Vertical Force (N) Run 2"
11/01/2022 08:48:40 am,4.185,25.39,50.87,-4.71,40.60,112.16,11/01/2022 08:50:55 am,4.185,-4.05,13.23,-0.95,26.67,34.91
11/01/2022 08:48:40 am,4.190,25.79,50.92,-4.71,39.99,112.00,11/01/2022 08:50:55 am,4.190,-4.05,8.73,-0.49,21.55,25.74
11/01/2022 08:48:40 am,4.195,25.87,50.34,-4.68,39.43,110.96,11/01/2022 08:50:55 am,4.195,-3.98,5.25,-1.70,14.98,14.55
11/01/2022 08:48:40 am,4.200,26.29,49.84,-4.78,39.15,110.51,11/01/2022 08:50:55 am,4.200,-4.03,3.30,-2.66,14.35,10.96
11/01/2022 08:48:40 am,4.205,26.19,49.42,-4.73,38.90,109.78,11/01/2022 08:50:55 am,4.205,-3.98,3.05,-3.32,15.08,10.83
11/01/2022 08:48:40 am,4.210,26.09,48.74,-4.71,38.54,108.68,11/01/2022 08:50:55 am,4.210,-4.05,5.50,-4.05,16.96,14.36
11/01/2022 08:48:40 am,4.215,25.89,48.39,-4.78,38.90,108.40,11/01/2022 08:50:55 am,4.215,-4.10,5.05,-4.53,16.91,13.33
11/01/2022 08:48:40 am,4.220,31.77,55.85,-4.86,39.15,121.92,11/01/2022 08:50:55 am,4.220,-4.23,4.90,-4.71,16.38,12.34
11/01/2022 08:48:40 am,4.225,40.49,55.07,-5.09,46.68,137.17,11/01/2022 08:50:55 am,4.225,-4.25,5.20,-4.61,16.91,13.25
11/01/2022 08:48:40 am,4.230,54.56,62.76,-4.38,47.90,160.85,11/01/2022 08:50:55 am,4.230,-4.13,5.10,-4.73,16.76,13.00
11/01/2022 08:48:40 am,4.235,73.74,69.16,-4.96,51.45,189.40,11/01/2022 08:50:55 am,4.235,-3.98,4.85,-4.71,16.60,12.77
11/01/2022 08:48:40 am,4.240,73.51,71.67,-4.78,50.31,190.71,11/01/2022 08:50:55 am,4.240,-3.28,4.57,-4.56,16.20,12.94
11/01/2022 08:48:40 am,4.245,69.05,68.71,-4.73,47.32,180.36,11/01/2022 08:50:55 am,4.245,-2.48,3.87,-4.61,15.36,12.15
11/01/2022 08:48:40 am,4.250,60.22,67.14,-4.88,47.42,169.90,11/01/2022 08:50:55 am,4.250,-2.63,3.45,-4.53,15.24,11.53
11/01/2022 08:48:40 am,4.255,51.58,66.46,-3.95,48.08,162.18,11/01/2022 08:50:55 am,4.255,-3.43,4.95,-4.73,16.05,12.84
11/01/2022 08:48:40 am,4.260,22.26,81.73,-4.76,66.44,165.68,11/01/2022 08:50:55 am,4.260,-3.88,5.33,-4.61,16.88,13.73
11/01/2022 08:48:40 am,4.265,11.22,93.69,-5.26,78.62,178.27,11/01/2022 08:50:55 am,4.265,-4.08,4.93,-4.76,16.43,12.52
11/01/2022 08:48:40 am,4.270,9.02,80.15,-4.76,75.52,159.94,11/01/2022 08:50:55 am,4.270,-4.20,5.10,-4.71,16.71,12.90
11/01/2022 08:48:40 am,4.275,10.12,73.37,-4.48,72.66,151.67,11/01/2022 08:50:55 am,4.275,-4.33,5.35,-4.63,16.83,13.22
11/01/2022 08:48:40 am,4.280,3.58,75.27,-5.01,75.04,148.89,11/01/2022 08:50:55 am,4.280,-4.23,4.83,-4.63,16.40,12.37
11/01/2022 08:48:40 am,4.285,2.93,68.71,-4.81,73.09,139.93,11/01/2022 08:50:55 am,4.285,-4.33,5.18,-4.51,16.40,12.74
11/01/2022 08:48:40 am,4.290,2.26,68.84,-4.46,75.32,141.97,11/01/2022 08:50:55 am,4.290,-4.28,4.98,-4.46,16.60,12.85
11/01/2022 08:48:40 am,4.295,-0.12,70.81,-4.51,79.73,145.93,11/01/2022 08:50:55 am,4.295,-4.23,4.88,-4.40,16.40,12.64
11/01/2022 08:48:40 am,4.300,-2.53,73.32,-4.51,87.80,154.09,11/01/2022 08:50:55 am,4.300,-4.30,4.83,-4.13,16.33,12.72
11/01/2022 08:48:40 am,4.305,-4.63,75.92,-4.13,92.62,159.79,11/01/2022 08:50:55 am,4.305,-4.13,5.00,-4.05,16.40,13.22
11/01/2022 08:48:40 am,4.310,-4.45,78.95,-3.47,96.32,167.35,11/01/2022 08:50:55 am,4.310,-3.55,6.08,-4.08,16.15,14.60
11/01/2022 08:48:40 am,4.315,-4.13,78.35,5.69,97.84,177.76,11/01/2022 08:50:55 am,4.315,-2.35,28.85,-5.92,69.64,90.22
11/01/2022 08:48:40 am,4.320,-3.65,74.22,15.16,90.56,176.29,11/01/2022 08:50:55 am,4.320,46.87,65.56,-6.35,72.15,178.24
11/01/2022 08:48:40 am,4.325,-3.28,68.81,18.44,88.30,172.29,11/01/2022 08:50:55 am,4.325,36.76,48.42,0.04,49.50,134.72
11/01/2022 08:48:40 am,4.330,-4.58,70.59,11.40,95.38,172.80,11/01/2022 08:50:55 am,4.330,63.42,100.97,-7.18,99.21,256.43
11/01/2022 08:48:40 am,4.335,-4.55,68.26,6.75,94.67,165.14,11/01/2022 08:50:55 am,4.335,52.93,110.28,-3.95,93.12,252.39
11/01/2022 08:48:40 am,4.340,-4.35,63.76,8.80,89.67,157.88,11/01/2022 08:50:55 am,4.340,79.59,107.28,-3.67,98.09,281.31
11/01/2022 08:48:40 am,4.345,-4.18,57.68,11.09,79.23,143.83,11/01/2022 08:50:55 am,4.345,57.79,116.73,-5.77,107.17,275.94
11/01/2022 08:48:40 am,4.350,-4.15,53.90,10.44,76.92,137.11,11/01/2022 08:50:55 am,4.350,50.25,84.90,-5.09,89.17,219.25
11/01/2022 08:48:40 am,4.355,-4.30,51.02,7.76,76.51,131.00,11/01/2022 08:50:55 am,4.355,37.08,71.49,-4.46,77.65,181.78
11/01/2022 08:48:40 am,4.360,-4.30,47.84,6.35,74.18,124.07,11/01/2022 08:50:55 am,4.360,19.78,69.49,-5.06,80.57,164.79
11/01/2022 08:48:40 am,4.365,-4.33,45.64,7.36,71.97,120.65,11/01/2022 08:50:55 am,4.365,7.49,63.11,-4.93,77.04,142.71
11/01/2022 08:48:40 am,4.370,-4.28,43.56,7.33,67.74,114.36,11/01/2022 08:50:55 am,4.370,5.04,56.75,-4.56,75.27,132.51
11/01/2022 08:48:40 am,4.375,-4.28,42.74,6.85,67.43,112.75,11/01/2022 08:50:55 am,4.375,1.18,55.52,-4.66,73.75,125.80
11/01/2022 08:48:40 am,4.380,-4.35,42.04,6.55,67.69,111.92,11/01/2022 08:50:55 am,4.380,-1.80,55.05,-4.66,69.97,118.57
11/01/2022 08:48:40 am,4.385,-4.13,41.41,6.55,67.58,111.42,11/01/2022 08:50:55 am,4.385,-4.08,53.17,-4.48,66.54,111.16
11/01/2022 08:48:40 am,4.390,-4.23,41.41,6.73,67.84,111.75,11/01/2022 08:50:55 am,4.390,-4.25,50.07,-4.15,62.28,103.95
11/01/2022 08:48:40 am,4.395,-4.35,41.41,6.85,68.04,111.96,11/01/2022 08:50:55 am,4.395,-4.38,42.59,-3.19,57.59,92.61
11/01/2022 08:48:40 am,4.400,-4.25,40.99,7.00,67.91,111.66,11/01/2022 08:50:55 am,4.400,-4.20,38.18,1.50,53.36,88.84
11/01/2022 08:48:40 am,4.405,-4.33,40.64,7.26,67.91,111.48,11/01/2022 08:50:55 am,4.405,-3.88,32.85,4.73,41.94,75.65
11/01/2022 08:48:40 am,4.410,-4.20,40.41,7.79,67.81,111.81,11/01/2022 08:50:55 am,4.410,-3.78,27.40,6.47,36.34,66.43
11/01/2022 08:48:40 am,4.415,-4.35,40.13,8.12,67.46,111.36,11/01/2022 08:50:55 am,4.415,-4.03,21.54,4.56,33.01,55.09
11/01/2022 08:48:40 am,4.420,-4.30,39.88,8.67,67.30,111.56,11/01/2022 08:50:55 am,4.420,-4.40,19.59,0.42,30.78,46.39
11/01/2022 08:48:40 am,4.425,-4.28,39.98,9.00,67.10,111.81,11/01/2022 08:50:55 am,4.425,-4.30,17.14,-0.64,28.20,40.39
11/01/2022 08:48:40 am,4.430,-4.23,40.03,9.86,66.97,112.64,11/01/2022 08:50:55 am,4.430,-4.18,13.78,-1.22,22.87,31.25
11/01/2022 08:48:40 am,4.435,-4.28,40.16,10.26,66.95,113.10,11/01/2022 08:50:55 am,4.435,-4.20,11.33,-1.75,20.92,26.29
11/01/2022 08:48:40 am,4.440,-4.23,40.48,10.74,66.62,113.62,11/01/2022 08:50:55 am,4.440,-4.08,7.43,-2.31,19.42,20.46
11/01/2022 08:48:40 am,4.445,-4.30,40.33,11.02,66.32,113.37,11/01/2022 08:50:55 am,4.445,-4.43,5.18,-3.22,17.77,15.30
11/01/2022 08:48:40 am,4.450,-4.43,40.33,11.25,65.81,112.97,11/01/2022 08:50:55 am,4.450,-4.18,3.50,-3.55,14.98,10.76
11/01/2022 08:48:40 am,4.455,-4.20,40.11,12.15,64.84,112.91,11/01/2022 08:50:55 am,4.455,-4.10,3.35,-3.87,15.41,10.78
11/01/2022 08:48:40 am,4.460,-4.23,39.46,11.98,62.33,109.55,11/01/2022 08:50:55 am,4.460,-4.15,4.98,-4.33,16.86,13.35
11/01/2022 08:48:40 am,4.465,-4.23,38.76,12.03,60.84,107.40,11/01/2022 08:50:55 am,4.465,-4.30,4.95,-4.35,16.76,13.05
11/01/2022 08:48:40 am,4.470,-4.35,37.78,11.72,59.59,104.75,11/01/2022 08:50:55 am,4.470,-4.15,4.70,-4.63,16.33,12.24
11/01/2022 08:48:40 am,4.475,-4.28,36.38,11.02,58.22,101.35,11/01/2022 08:50:55 am,4.475,-4.18,5.15,-4.73,16.73,12.97
11/01/2022 08:48:40 am,4.480,-4.43,35.66,10.19,56.83,98.25,11/01/2022 08:50:55 am,4.480,-4.15,5.23,-4.68,16.60,13.00
11/01/2022 08:48:40 am,4.485,-4.25,34.65,9.55,54.04,94.00,11/01/2022 08:50:55 am,4.485,-4.05,4.95,-4.81,16.33,12.42
11/01/2022 08:48:40 am,4.490,-4.13,33.83,8.80,52.87,91.38,11/01/2022 08:50:55 am,4.490,-3.75,4.80,-4.66,16.40,12.79
11/01/2022 08:48:40 am,4.495,-4.13,32.85,8.34,51.71,88.78,11/01/2022 08:50:55 am,4.495,-3.25,4.62,-4.56,15.79,12.61
11/01/2022 08:48:40 am,4.500,-4.15,32.43,6.45,51.12,85.85,11/01/2022 08:50:55 am,4.500,-2.83,4.07,-4.56,15.54,12.23
11/01/2022 08:48:40 am,4.505,-4.10,32.23,5.62,50.39,84.13,11/01/2022 08:50:55 am,4.505,-3.00,3.87,-4.71,15.72,11.88
11/01/2022 08:48:40 am,4.510,-4.08,32.20,4.96,49.96,83.04,11/01/2022 08:50:55 am,4.510,-3.43,5.00,-4.63,16.17,13.12
11/01/2022 08:48:40 am,4.515,-4.25,32.58,4.03,50.74,83.10,11/01/2022 08:50:55 am,4.515,-3.95,5.08,-4.58,16.66,13.20
11/01/2022 08:48:40 am,4.520,-4.18,34.60,3.14,52.06,85.63,11/01/2022 08:50:55 am,4.520,-4.13,4.77,-5.01,16.58,12.22
11/01/2022 08:48:40 am,4.525,-4.18,35.66,1.15,52.97,85.60,11/01/2022 08:50:55 am,4.525,6.59,20.94,-5.94,33.90,55.49
11/01/2022 08:48:40 am,4.530,-4.23,38.23,-0.37,57.03,90.68,11/01/2022 08:50:55 am,4.530,86.23,24.92,-4.73,50.57,156.99
11/01/2022 08:48:40 am,4.535,-4.08,47.77,-3.09,71.69,112.30,11/01/2022 08:50:55 am,4.535,59.67,36.18,-3.87,37.02,129.00
11/01/2022 08:48:40 am,4.540,-1.90,67.54,-5.39,69.38,129.64,11/01/2022 08:50:55 am,4.540,62.39,67.64,-6.53,75.29,198.81
11/01/2022 08:48:40 am,4.545,71.08,73.39,-6.45,84.04,222.08,11/01/2022 08:50:55 am,4.545,43.49,60.48,-5.34,70.35,168.99
11/01/2022 08:48:40 am,4.550,47.87,21.24,-3.19,28.40,94.32,11/01/2022 08:50:55 am,4.550,42.74,41.64,-4.30,56.17,136.25
11/01/2022 08:48:40 am,4.555,92.41,96.87,-6.02,96.90,280.17,11/01/2022 08:50:55 am,4.555,54.11,87.13,-4.03,67.41,204.63
11/01/2022 08:48:40 am,4.560,75.26,120.26,-6.35,83.71,272.91,11/01/2022 08:50:55 am,4.560,52.73,121.99,-4.40,83.66,253.99
11/01/2022 08:48:40 am,4.565,82.17,129.82,-3.90,60.68,268.79,11/01/2022 08:50:55 am,4.565,37.53,135.73,-5.19,109.08,277.16
11/01/2022 08:48:40 am,4.570,64.90,140.16,-5.79,73.92,273.20,11/01/2022 08:50:55 am,4.570,9.39,124.32,-5.29,97.99,226.43
11/01/2022 08:48:40 am,4.575,51.60,117.99,-4.81,61.17,225.96,11/01/2022 08:50:55 am,4.575,11.34,96.51,-4.73,84.88,188.02
11/01/2022 08:48:40 am,4.580,39.01,85.00,-4.15,52.95,172.82,11/01/2022 08:50:55 am,4.580,7.74,64.13,-4.43,74.79,142.24
11/01/2022 08:48:40 am,4.585,25.67,72.57,-4.53,58.17,151.88,11/01/2022 08:50:55 am,4.585,3.18,62.63,-4.76,74.81,135.88
11/01/2022 08:48:40 am,4.590,19.48,59.73,-5.14,58.30,132.38,11/01/2022 08:50:55 am,4.590,-0.50,55.77,-5.01,67.63,117.91
11/01/2022 08:48:40 am,4.595,18.91,53.30,-4.78,55.59,123.01,11/01/2022 08:50:55 am,4.595,-3.40,50.59,-4.86,64.11,106.45
11/01/2022 08:48:40 am,4.600,16.50,51.47,-4.99,57.11,120.10,11/01/2022 08:50:55 am,4.600,-3.88,48.07,-4.71,63.25,102.73
11/01/2022 08:48:40 am,4.605,12.95,51.42,-4.78,58.05,117.64,11/01/2022 08:50:55 am,4.605,-4.18,46.02,-4.03,61.27,99.08
11/01/2022 08:48:40 am,4.610,14.47,50.47,-4.78,58.63,118.80,11/01/2022 08:50:55 am,4.610,-4.35,42.24,-3.22,53.05,87.72
11/01/2022 08:48:40 am,4.615,16.45,51.10,-4.68,58.88,121.76,11/01/2022 08:50:55 am,4.615,-4.50,37.83,-0.85,47.70,80.19
11/01/2022 08:48:40 am,4.620,18.38,51.90,-4.88,59.97,125.37,11/01/2022 08:50:55 am,4.620,-4.03,33.03,4.53,40.95,74.49
11/01/2022 08:48:40 am,4.625,20.06,52.52,-4.91,61.19,128.87,11/01/2022 08:50:55 am,4.625,-3.48,20.47,12.63,32.66,62.28
11/01/2022 08:48:40 am,4.630,23.61,52.15,-4.81,61.50,132.45,11/01/2022 08:50:55 am,4.630,-3.28,17.26,10.94,26.34,51.27
11/01/2022 08:48:40 am,4.635,24.19,53.85,-4.78,62.16,135.42,11/01/2022 08:50:55 am,4.635,-3.98,21.69,6.22,31.14,55.08
11/01/2022 08:48:40 am,4.640,23.86,55.35,-4.76,63.27,137.73,11/01/2022 08:50:55 am,4.640,-4.50,25.67,3.52,32.79,57.48
11/01/2022 08:48:40 am,4.645,23.76,55.42,-4.76,62.46,136.90,11/01/2022 08:50:55 am,4.645,-4.55,22.07,2.39,30.86,50.76
11/01/2022 08:48:40 am,4.650,23.51,55.27,-4.86,61.62,135.56,11/01/2022 08:50:55 am,4.650,-4.33,20.82,3.34,29.49,49.32
11/01/2022 08:48:40 am,4.655,23.34,55.22,-5.01,60.91,134.47,11/01/2022 08:50:55 am,4.655,-4.08,18.51,6.68,27.46,48.57
11/01/2022 08:48:40 am,4.660,23.61,54.42,-4.86,59.39,132.58,11/01/2022 08:50:55 am,4.660,-4.03,17.56,6.07,26.17,45.77
11/01/2022 08:48:40 am,4.665,23.81,54.05,-4.78,57.95,131.03,11/01/2022 08:50:55 am,4.665,-4.43,18.24,4.61,27.08,45.50
11/01/2022 08:48:40 am,4.670,23.64,54.12,-4.81,55.99,128.95,11/01/2022 08:50:55 am,4.670,-4.33,17.76,3.82,27.41,44.67
11/01/2022 08:48:40 am,4.675,24.14,54.05,-4.83,54.45,127.80,11/01/2022 08:50:55 am,4.675,-4.25,16.79,5.21,26.55,44.30
11/01/2022 08:48:40 am,4.680,24.36,54.00,-4.91,53.46,126.92,11/01/2022 08:50:55 am,4.680,-4.25,15.79,5.46,25.33,42.33
11/01/2022 08:48:40 am,4.685,24.36,54.25,-4.88,52.49,126.23,11/01/2022 08:50:55 am,4.685,-4.25,15.84,5.21,25.43,42.23
11/01/2022 08:48:40 am,4.690,24.69,54.20,-4.83,50.39,124.45,11/01/2022 08:50:55 am,4.690,-4.20,15.81,4.91,25.56,42.08
11/01/2022 08:48:40 am,4.695,24.76,54.05,-4.71,49.53,123.64,11/01/2022 08:50:55 am,4.695,-4.20,15.26,4.78,25.08,40.92
11/01/2022 08:48:40 am,4.700,24.69,53.90,-4.76,48.69,122.52,11/01/2022 08:50:55 am,4.700,-4.15,14.86,4.78,24.64,40.14
11/01/2022 08:48:40 am,4.705,24.29,52.45,-4.96,47.62,119.40,11/01/2022 08:50:55 am,4.705,-4.33,14.96,4.20,24.54,39.38
11/01/2022 08:48:40 am,4.710,23.84,51.45,-4.68,46.58,117.19,11/01/2022 08:50:55 am,4.710,-3.45,15.76,2.61,31.44,46.37
11/01/2022 08:48:40 am,4.715,23.36,50.64,-4.88,44.40,113.53,11/01/2022 08:50:55 am,4.715,-3.48,45.56,-1.20,46.68,87.58
11/01/2022 08:48:40 am,4.720,22.94,49.44,-4.68,43.39,111.09,11/01/2022 08:50:55 am,4.720,-2.58,62.16,-6.35,51.10,104.34
11/01/2022 08:48:40 am,4.725,22.81,48.04,-4.78,42.27,108.35,11/01/2022 08:50:55 am,4.725,41.41,70.76,2.89,71.62,186.69
11/01/2022 08:48:40 am,4.730,22.54,47.54,-4.86,41.13,106.35,11/01/2022 08:50:55 am,4.730,49.25,12.01,-3.07,49.09,107.29
11/01/2022 08:48:40 am,4.735,22.49,46.92,-4.81,40.07,104.66,11/01/2022 08:50:55 am,4.735,21.96,69.99,-5.54,96.80,183.22
11/01/2022 08:48:40 am,4.740,22.31,46.54,-4.68,37.81,101.98,11/01/2022 08:50:55 am,4.740,34.68,68.89,-6.68,94.19,191.09
11/01/2022 08:48:40 am,4.745,22.54,46.54,-4.83,37.12,101.37,11/01/2022 08:50:55 am,4.745,40.14,43.29,-3.55,57.21,137.09
11/01/2022 08:48:40 am,4.750,22.81,46.44,-4.66,36.79,101.39,11/01/2022 08:50:55 am,4.750,43.37,62.71,-5.04,68.04,169.09
11/01/2022 08:48:40 am,4.755,23.36,46.54,-4.58,36.59,101.92,11/01/2022 08:50:55 am,4.755,24.64,84.30,-5.62,71.74,175.08
11/01/2022 08:48:40 am,4.760,23.99,46.64,-4.86,36.89,102.67,11/01/2022 08:50:55 am,4.760,32.83,65.86,-4.68,58.05,152.06
11/01/2022 08:48:40 am,4.765,25.16,47.07,-4.76,37.30,104.78,11/01/2022 08:50:55 am,4.765,27.77,64.26,-4.38,51.20,138.85
11/01/2022 08:48:40 am,4.770,26.02,47.37,-4.91,38.16,106.64,11/01/2022 08:50:55 am,4.770,20.08,62.16,-4.88,54.65,132.01
11/01/2022 08:48:40 am,4.775,27.22,47.87,-4.81,39.38,109.66,11/01/2022 08:50:55 am,4.775,20.08,51.72,-4.51,39.96,107.27
11/01/2022 08:48:40 am,4.780,27.87,48.07,-4.76,40.12,111.30,11/01/2022 08:50:55 am,4.780,20.36,45.82,-4.40,37.00,98.77
11/01/2022 08:48:40 am,4.785,29.22,48.09,-4.78,41.38,113.92,11/01/2022 08:50:55 am,4.785,17.50,50.87,-4.99,39.99,103.38
11/01/2022 08:48:40 am,4.790,39.49,48.52,-4.78,42.42,125.65,11/01/2022 08:50:55 am,4.790,20.38,48.64,-4.68,37.76,102.11
11/01/2022 08:48:40 am,4.795,50.48,52.35,-4.73,51.05,149.14,11/01/2022 08:50:55 am,4.795,24.56,47.14,-4.63,36.31,103.39
11/01/2022 08:48:40 am,4.800,77.29,62.73,-4.58,44.38,179.83,11/01/2022 08:50:55 am,4.800,25.37,50.59,-4.88,38.37,109.45
11/01/2022 08:48:40 am,4.805,82.10,68.69,-4.78,55.36,201.37,11/01/2022 08:50:55 am,4.805,30.02,50.42,-4.83,36.26,111.87
11/01/2022 08:48:40 am,4.810,91.84,69.76,-4.66,49.75,206.71,11/01/2022 08:50:55 am,4.810,31.72,47.02,-4.66,34.08,108.17
11/01/2022 08:48:40 am,4.815,78.52,64.96,-4.86,44.15,182.77,11/01/2022 08:50:55 am,4.815,32.05,47.02,-4.83,34.05,108.29
11/01/2022 08:48:40 am,4.820,65.47,59.45,-4.78,42.75,162.91,11/01/2022 08:50:55 am,4.820,32.68,45.16,-4.68,30.88,104.05
11/01/2022 08:48:40 am,4.825,56.01,55.80,-4.73,40.04,147.12,11/01/2022 08:50:55 am,4.825,33.20,43.46,-4.96,29.64,101.35
11/01/2022 08:48:40 am,4.830,49.30,53.65,-4.73,35.80,134.03,11/01/2022 08:50:55 am,4.830,33.05,41.94,-4.86,28.93,99.06
11/01/2022 08:48:40 am,4.835,39.61,53.62,-4.78,35.78,124.24,11/01/2022 08:50:55 am,4.835,32.83,40.91,-4.83,28.12,97.03
11/01/2022 08:48:40 am,4.840,38.21,60.03,-4.73,34.89,128.40,11/01/2022 08:50:55 am,4.840,32.75,40.33,-4.81,26.95,95.23
11/01/2022 08:48:40 am,4.845,32.40,78.12,-4.86,40.85,146.52,11/01/2022 08:50:55 am,4.845,32.90,40.36,-4.78,25.86,94.34
11/01/2022 08:48:40 am,4.850,19.21,92.84,-5.24,58.66,165.47,11/01/2022 08:50:55 am,4.850,32.60,40.84,-4.61,26.04,94.87
11/01/2022 08:48:40 am,4.855,12.50,89.26,-5.26,63.60,160.10,11/01/2022 08:50:55 am,4.855,32.95,41.51,-4.81,25.76,95.42
11/01/2022 08:48:40 am,4.860,16.78,77.60,-4.48,56.83,146.73,11/01/2022 08:50:55 am,4.860,33.20,42.01,-4.86,25.74,96.09
11/01/2022 08:48:40 am,4.865,12.10,76.65,-4.58,60.15,144.32,11/01/2022 08:50:55 am,4.865,33.60,42.24,-4.91,25.20,96.14
11/01/2022 08:48:40 am,4.870,9.82,69.44,-4.73,60.56,135.09,11/01/2022 08:50:55 am,4.870,34.50,42.71,-4.76,25.30,97.77
11/01/2022 08:48:40 am,4.875,14.00,64.31,-4.43,53.71,127.59,11/01/2022 08:50:55 am,4.875,35.10,43.44,-4.76,25.61,99.40
11/01/2022 08:48:40 am,4.880,8.37,66.21,-4.81,59.39,129.16,11/01/2022 08:50:55 am,4.880,35.98,45.06,-4.76,26.22,102.51
11/01/2022 08:48:40 am,4.885,5.74,69.84,-5.01,61.29,131.86,11/01/2022 08:50:55 am,4.885,36.63,45.94,-4.66,26.47,104.39
11/01/2022 08:48:40 am,4.890,4.91,69.79,-4.99,60.68,130.41,11/01/2022 08:50:55 am,4.890,37.21,46.97,-4.86,26.93,106.25
11/01/2022 08:48:40 am,4.895,3.66,71.09,-4.93,62.49,132.31,11/01/2022 08:50:55 am,4.895,38.76,47.87,-4.86,27.51,109.28
11/01/2022 08:48:40 am,4.900,2.28,72.99,-4.68,66.14,136.74,11/01/2022 08:50:55 am,4.900,39.21,49.34,-4.73,28.02,111.84
11/01/2022 08:48:40 am,4.905,-0.65,75.32,-4.68,68.22,138.21,11/01/2022 08:50:55 am,4.905,39.71,50.02,-4.81,28.53,113.45
11/01/2022 08:48:40 am,4.910,-1.42,78.25,-4.83,69.41,141.41,11/01/2022 08:50:55 am,4.910,39.84,50.37,-4.73,28.85,114.33
11/01/2022 08:48:40 am,4.915,-1.60,78.87,-4.86,70.09,142.52,11/01/2022 08:50:55 am,4.915,40.19,50.77,-5.01,29.59,115.54
11/01/2022 08:48:40 am,4.920,-1.82,79.10,-4.83,70.70,143.15,11/01/2022 08:50:55 am,4.920,39.51,50.97,-4.76,29.67,115.39
11/01/2022 08:48:40 am,4.925,-1.75,78.67,-4.78,70.55,142.70,11/01/2022 08:50:55 am,4.925,39.16,50.52,-4.68,29.74,114.75
11/01/2022 08:48:40 am,4.930,-1.40,77.62,-4.71,69.99,141.51,11/01/2022 08:50:55 am,4.930,38.43,49.69,-4.83,29.77,113.07
11/01/2022 08:48:40 am,4.935,-0.95,74.59,-4.66,69.08,138.07,11/01/2022 08:50:55 am,4.935,37.81,49.24,-4.78,30.40,112.68
11/01/2022 08:48:40 am,4.940,-0.65,73.04,-4.78,68.55,136.16,11/01/2022 08:50:55 am,4.940,36.66,49.04,-4.86,30.38,111.22
11/01/2022 08:48:40 am,4.945,-0.22,71.72,-4.56,67.33,134.27,11/01/2022 08:50:55 am,4.945,36.36,48.57,-4.88,31.16,111.21
11/01/2022 08:48:40 am,4.950,0.63,70.29,-4.91,66.75,132.76,11/01/2022 08:50:55 am,4.950,36.06,48.92,-4.68,32.00,112.30
11/01/2022 08:48:40 am,4.955,0.98,66.66,-4.71,65.91,128.85,11/01/2022 08:50:55 am,4.955,35.81,48.77,-4.76,32.63,112.45
11/01/2022 08:48:40 am,4.960,1.66,65.08,-4.78,64.67,126.63,11/01/2022 08:50:55 am,4.960,35.53,48.29,-4.78,33.42,112.46
11/01/2022 08:48:40 am,4.965,1.68,63.31,-4.91,63.15,123.23,11/01/2022 08:50:55 am,4.965,42.44,47.62,-4.38,42.70,128.39
11/01/2022 08:48:40 am,4.970,1.38,62.06,-4.76,72.63,131.32,11/01/2022 08:50:55 am,4.970,31.22,57.08,-4.83,55.21,138.68
11/01/2022 08:48:40 am,4.975,10.24,70.76,-5.09,92.87,168.80,11/01/2022 08:50:55 am,4.975,31.40,51.87,-4.61,60.13,138.80
11/01/2022 08:48:40 am,4.980,6.74,57.75,-4.46,82.50,142.54,11/01/2022 08:50:55 am,4.980,31.05,46.92,-4.61,50.44,123.80
11/01/2022 08:48:40 am,4.985,3.51,61.66,-4.76,91.04,151.46,11/01/2022 08:50:55 am,4.985,27.59,48.17,-4.83,52.34,123.27
11/01/2022 08:48:40 am,4.990,-0.30,59.43,-4.66,93.83,148.32,11/01/2022 08:50:55 am,4.990,27.17,48.49,-4.76,46.74,117.64
11/01/2022 08:48:40 am,4.995,-3.75,57.63,-4.48,89.50,138.90,11/01/2022 08:50:55 am,4.995,27.22,46.27,-4.66,41.97,110.80
11/01/2022 08:48:41 am,5.000,-4.23,56.38,-4.35,89.83,137.63,11/01/2022 08:50:56 am,5.000,25.57,50.80,-5.04,43.82,115.15
11/01/2022 08:48:41 am,5.005,-4.20,57.00,-3.75,91.17,140.23,11/01/2022 08:50:56 am,5.005,26.27,51.77,-4.56,43.41,116.90
11/01/2022 08:48:41 am,5.010,-4.33,55.88,-2.54,90.87,139.88,11/01/2022 08:50:56 am,5.010,16.33,62.11,-3.80,61.80,136.44
11/01/2022 08:48:41 am,5.015,-4.30,55.55,-0.74,90.59,141.10,11/01/2022 08:50:56 am,5.015,3.58,103.00,-4.86,85.54,187.27
11/01/2022 08:48:41 am,5.020,-4.03,55.20,1.38,89.75,142.31,11/01/2022 08:50:56 am,5.020,-0.55,96.61,-5.41,90.21,180.87
11/01/2022 08:48:41 am,5.025,-4.20,53.22,3.75,87.98,140.75,11/01/2022 08:50:56 am,5.025,1.48,84.70,-5.09,83.87,164.97
11/01/2022 08:48:41 am,5.030,-4.00,52.55,6.75,86.53,141.83,11/01/2022 08:50:56 am,5.030,13.97,70.09,-4.15,59.57,139.49
11/01/2022 08:48:41 am,5.035,-4.50,51.60,7.56,82.37,137.03,11/01/2022 08:50:56 am,5.035,19.38,55.55,-4.25,54.85,125.54
